,review,sent,sent_pred
,paket datang secepat kilat tq seller       ,1,1
,sampai lagi dress cantiknya nmantull kakak nudah langganan dan selalu puas belanja disini,1,1
,suwun pak barang dah nyampe        ,1,1
,pelayanan bagus respon cepat mudah mudahan awet barangnya semoga original juga karena sy,1,1
,sesuai top           ,1,1
,seller responsif good          ,1,1
,barang jelek casing ga ori speker pecah ini barang asli samsung apa casingnya,0,0
,suka banget harga mumer         ,1,1
,tidak cocok untuk sih sofa yang duduk tanganya kecil karena sensor nya tidak,0,0
,beli di bhineka saat diskon kirim standar tidak lambat juga tetapi saat sampai,0,0
,keren tv nya          ,1,1
,pengiriman nya cepat sesuai permintaan saya minta dikirim hr ini dan dikirim hr,1,1
,fast respon pengiriman cpt barang sesuai foto good     ,1,1
,terima kasih ya barang sampai dengan packaging yang rapi dan aman banget ,1,1
,packing tidak tutup jadi lihat isi paket padahal kirim ke kantor pro ,0,0
,lembut di tangan          ,1,1
,jgn naik terus donk budget kantor juga gak naik    ,1,0
,flashdisk tdk bsa menerima file dr komouter ada tulisan corrupt sudah di format,0,0
,earphone nya sih dateng tapi ngga sama kabelnya sebelum di packing di cek,0,0
,flashdisk gb tpi isi cm gb gk bs dipakai    ,0,0
,tidak nyangka lampu kecil         ,0,0
,penjual responsif pengiriman cepat produk sesuai deskripsi      ,1,1
,mau tanya nih kalau iphone kita tidak dukung cepat charge tetapi kita pakai,0,0
,barang lumayan sesuai gambar         ,0,1
,packaging rapi pengiriman cepat brg ori pas ukurannya n empuk dipakenya thx ,1,1
,gurauan            ,1,0
,gan pesan barang yg datang dikirim cuman barang gimana nich rugi banyak klo,0,0
,mantap gak pernah nyesel beli di toko ini klo ada bintang tak kasih,1,1
,pesan sudah terima dengan baik        ,1,1
,barang bagus sesuai foto sangat bermamfaat thanks      ,1,1
,kardus jelek robek harus lapis kardus tambah      ,0,0
,baru dipakai x batrei drop dan speaker rebek     ,0,0
,saya beli downy kmrin hrga nya rbu saya byr tdi rbu saya tidak,0,0
,barang dikirim tepat waktu jam malam beli jam dikirim besoknya ud sampe mantap,1,1
,udah batas akhir pengiriman masih aja belum ada tanda barang mau datang payah,0,0
,pengiriman cepat baru kali ini belanja online beda pulau barang datang gak nyampe,1,0
,top baik njvs          ,1,1
,tidak sesuai dengan apa yang dipesan seharusnya sama gb tapi jadi gb tapi,0,0
,kualitasnya bagus berguna banget untuk latihan di rumah     ,1,1
,brg sudah diterima semua baik tidak ada yg penyok    ,1,1
,honda nyatakan mobil listrik masih butuh waktu      ,0,0
,kecewa otg tidak berfungsi dan hanya bisa ngisi lg    ,0,0
,sangat tidak recommend tidak sesuai gambar kualitas sangat rendah kipas mau copot waktu,0,0
,sipp ssuai harga          ,1,1
,nyampe barang nya lama banget        ,0,0
,kirain tisu yang gede tauampquot yang kcilmksh selalu puas blnja di jadi id,1,1
,pesen barang yg nyampe walopun di refund cash tp harusnya ad konfirmasi dulu,0,0
,barang ada yg gak sesuai sama buset lama banget dikirimnya kapok  ,0,0
,deskripsinya transferproof ternyata tidak warnanya lebih muda dr yg di foto  ,0,0
,produk bagus mantapp jiwa yg problem hanya pada ekspedisi lazada proses cepat yg,1,1
,video kacau no eis kalah sama sodara kembar nya dari merk belah ,0,0
,varian yang kirim tidak sesuai pesan rinso merah yang kirim rinso hijau ,0,0
,mantuull ga kecewa bisa fban dan youtube      ,1,1
,sangat kecewa bahanya beda jauh sama saat pertama beli ini bener tidak tahu,0,0
,sesuai harga tapi agak lama sampai ke sidoarjo order tanggal sampai tanggal ,0,0
,barang abal tidak bisa dipakai        ,0,0
,panjang nya gak sama ndan kurang pas ke hp nya nuntuk kurirnya makasih,0,0
,narang sama sekali gak kepake rusak       ,0,0
,thanks a lot seller ntuk fast respon packing yg rapi ndan juga keramahannya,1,1
,lumajang sayang tidak gratis ongkir jadi mahal      ,0,0
,pengiriman sangat cepat dikirimx hari yg sama dg hari saya transfer hargax juga,1,1
,goodquality but the worst marketing managers without any mutual respect for cust ,0,1
,brg ny sdh sy trima surat lengkap brg bagus smoga ga kekecilan tks,1,1
,saya pesen flash disk giga dikirimnya giga bagaimana ini gan   ,0,0
,tas bagus dan moga awet ya       ,1,1
,barang udh sampai dan sesuai gambar juga pengirimannya cepet bgt recommended seller lahh,1,1
,belum dipakai harusnya ok         ,1,0
,barang ud saya terima ya tq bgt packingannya rapi    ,1,1
,original dn murah          ,1,1
,pengiriman cepet banget bahan tebel bagus banget produk aman tidak ada cacat rekomen,1,1
,berat tempat kirim rekayasa kg bilang kg kirim dari surabaya tetapi lapak tulisanya,0,0
,wowkipas bagus dengan remote dapat harga murah banget ribumantab    ,1,1
,ini kok isinya sedikit skali dan gk full gmn gan digambar isinya full,0,0
,mati situ apa salah saya sampai sampai tidak di bolehin bawa mobil ,0,0
,masih work di mainin keponakan kecil² mencet ga beraturan mantap   ,1,1
,fake ukur kemas beda beda warna dan tulis di kemas tidak rapi she,0,0
,bintang yang menilai semua         ,0,0
,dari sekian bnyak barang yang saya beli di lazada cuman di toko ini,0,0
,mengecewakan baru beli tahun bulan tv sudah rusak bergaris garis layarnya  ,0,0
,saya suka produknya tapi produk yg saya terima cacat sudah complain lewat chat,0,0
,bagus banget asli ga nyesel bikin ketagihan      ,1,1
,barang rusak namun akan lebih baik apabila ganti baru    ,0,0
,barang sampai dengan aman kemampuan laptop sesuai dengan yang di iklankan hanya saja,1,1
,payah kecewa           ,0,0
,harga produk standar          ,0,0
,barang sudah smpe bagus no mines recomended seller     ,1,1
,brg dah smpe harian dr order wkt sale skrg hrganya dah naik lgi,0,1
,bahannya lembut tapi bnyak banget sambungannyq nseperti kain perca yang disambung jadi celana,0,1
,selama ini baik kemasan pengiriman barang ok      ,1,1
,tengkyuu selerr uf          ,1,1
,bagus cepat sampai ok boss        ,1,1
,kira isi wajan teflon tenyata panci dan telfon fokus sama tulis aja tidak,0,0
,saya blom dapat ngasih testimoni masin di luar kota asap kalau lihat dari,1,0
,beli hidup mati          ,0,0
,kondisi packing bagus          ,1,1
,respons cepat barang sesuai         ,1,1
,barang sudah diterima sesuai pesanan        ,1,1
,dari flasdish hanya yg berfungsi dgn baik yang lainnya tidak bsa digunakan ,0,0
,trimakasih lazada pketan sdh smpai dh slmat      ,1,1
,beli promo paket belum coba rasa tetapi packaging aman tidak bocor  ,1,1
,tipu dengan gambar          ,0,0
,order batre sony vaio mbulet pelayanan aftersale buruk pake tragedi salah barang juga,0,0
,mantap packing rapi joss thanks barang udah nyampekk     ,1,1
,ada yg seperti celana utk anak cewe yang lainnya bagus terima kasih ,1,1
,sukaa prodaknyaa ini ud kesekiann kaliny order dsni pengemasan super cpt smpeny jg,1,1
,sudah sekali beli di jdid puas banget dengan layananya super cepat barang ori,1,1
,thanks gan barang aman         ,1,1
,barang mati sebelah          ,0,0
,chat cepat di respond barang termasuk cepat sampai dan barang sesuai dengan iklannya,1,1
,alhamdulillah bajunya cukup memuaskan dengan harga yang terjangkau nmakasih    ,1,1
,lama menunggu           ,0,0
,barang sampah ini sebenernya gb kapasitasnya       ,0,0
,minyak bocor hingga empat jerigen tolong di pasti tidak bocor belum di kirim,0,0
,selalu puaass blanja di sini bgus smw thank u kak vir selalu nyebar,1,1
,kemasan sudah terbuka waktu sampai alamat kemaren      ,0,0
,ini bukti gambar nya di layar tv sharp inc    ,0,0
,mana tidak ada barang belum keterimo hadoh      ,0,0
,hdd external nya hbs di simpan di cabut kabel datanya malah terhapus sndri,0,0
,awal menyenangkan sayang selang beberapa jam mengecewakan entah salahnya dmn produk sudah saya,0,0
,bahan lembut dan adem in sya allah langganan     ,1,1
,katanya barang ready setelah nunggu hari tiba pesanan saya dibatalkan no pesanan untung,0,0
,barang tidak sesuai dengan pesanan yang di pesen nomor atau yang dateng malah,0,0
,barang sudang di terima dengan kondisi baik      ,1,1
,tidak sesuai rugi          ,0,0
,hpnya ngerestart teruss nokia cap apa ini tdk sesuai dgn yg di harapkan,0,0
,tidak ada kata lain slain ampquotselalu puasampquot      ,0,0
,isi flash disk tdk sesuai copy data error apakah barang bisa dikembalikan ,0,0
,tidak berfungsi alias mati total sudah dibuang ga kepakai    ,0,0
,pengiriman cepat respon cepat dan barang memuaskan      ,1,1
,ampun bagus banget gamisnya sesuai harapan ufbahannya juga adem gak nyesel deh ikutan,1,1
,barang ok packing rapii kurir nya ramahh puass     ,1,1
,ukuran pas sesuai deskripsi tks        ,1,1
,packing rapat bagus barang sdh ditest berfungsi dengan baik    ,1,1
,layar pecah pas di buka hancur mina pengiriman lama sekali udah lewat waktu,0,0
,tidak akan           ,0,0
,barang sangat amat jelek batre ga bagus dan hp ga bisa berfungsi dengan,0,0
,baru dipakai beberapa hari udah rusak pengirimannya lama     ,0,0
,barang kecil sih tetapi makna        ,0,0
,kwalitas bagus beruntung dapat harga promo nunggu bonus bracket    ,1,1
,tambah            ,1,1
,barang telat datangnya terima kasih        ,0,1
,order mulai tgl des dikirim ke kelapa gading dari lazada tgl des dan,1,0
,cacan cacan taik tffgffgg         ,0,1
,sip barangnya ready plug and play       ,1,1
,flashdisk tidak bisa di gunakan parah barangnya rusak     ,0,0
,bagus barang nya sesuai         ,1,1
,data dapat disimpan dengan cepat tapi setelan saya buka kembali data saya hilang,0,0
,barang di bungkus dengan rapi tv berfungsi dengan baik walau yg kurang adalah,1,1
,bagus berfungsi dgn baik kalo soal awet blm dicoba    ,1,1
,bungkus rapi sesuai dengan gambar asli no tipu terima kasih   ,0,1
,pesanan tdk sesuai di pesan anak umur thn tp kirimnya umur thn dn,0,0
,kabel dimakan tikus mobil terbakar di cakung      ,0,0
,sangat mengecewakan gak bisa d pake boot portable windows    ,0,0
,suka hadiah lucu          ,1,1
,menipu            ,0,0
,otg nya gak bisa dipake        ,0,0
,puas cuma kirim agak lama        ,0,1
,barang sesuai deskripsi recommended seller terima kasih gan     ,1,1
,celana minta warna tni al dtang malah tni ad    ,0,0
,barang sudah diterima dalam kondisi baik tapi tdk sesuai menurut saya dipoto yang,0,0
,produk sangat baik ori asus        ,1,1
,toyota mr           ,1,1
,gk bsa digunain nya yg warna item jek otg nya bengkok  ,0,0
,barangnya bagus smg awet dehh ni barang      ,0,1
,barang bagus tapi nyampe lama        ,1,0
,headset nya g pas sama hp saya      ,0,0
,alhamdulillah sudah sampe exp masih lama okt dapat struk jg jd masih bisa,1,1
,lumayan bisa buat dengerin music        ,1,1
,konfirmasi pengiriman cepat thanks paling pertama seneng dong pesanan langsung proses pengiriman pakai,0,1
,bahannya adem jahitan rapi tebal kainnya pas dan motifnya bagus   ,1,1
,ada lecet bagian silvernya market storenya ga isa access    ,0,0
,sudah dipasang ekspress soalnya datang kemaleman yang punya handphone sudah nungguin tapi barang,1,0
,siip mantaplah walau gb         ,1,1
,bagus jumpernya bahannya tebal tp ga bkin panas ky d mal hrga murah,1,1
,barang sudah mendarat dengan selamat perfect sekali baik flashdisknya ataupun bonus bonusnya trusted,1,1
,mantap gan cepet sampenya semoga barang bagus dan awet gan makasih gan ,1,1
,barangnya sudah sampe dengan selamat tanpa kurang sesuatu apapun terimakasih   ,1,1
,murah tapi data saya hilang semua       ,0,0
,baik lumayan           ,1,1
,cons suara bas sangat kecewa        ,0,0
,produk sesuai terimakasih          ,1,1
,lain yg dipilih lain jg yg sampai ank lecewa jdnya   ,0,0
,paket telah diterima pengiriman cepat        ,1,1
,aku amazed bgtt sama vest inii ga gatel pw dipake ga gerah jg,1,1
,awas jgn beli saya beli yg gb diselewengkan ini dan ternyata tidak resmi,0,0
,pengiriman cepat dan barang sesuai gambar       ,1,1
,jelek warnanya wkwk          ,0,0
,mantul fast respon kaya vr        ,1,1
,thx lazada barang nya ori        ,1,1
,mo order lagi yg kapasitasnya gb       ,1,0
,sesuai deskripsi semoga awet dan tetap bagus      ,1,1
,tak seperti diiklan          ,0,0
,nyenengin anak makasih          ,1,1
,agak mengecewakan utk ultra fit ini krn berkurangnya banyak bgt smp gb sy,0,0
,selalu puassaa dgn pruduk nya mbak sayy tq yaa pengiriman cepat packing rapi,1,1
,pengiriman cepat kualitas produk bagus yang harga murmer banget yg utama owner dan,1,1
,seperti biasa murah          ,1,0
,kualitas mantap harga murah pengiriman cepat terimakasih      ,1,1
,tidak wangi           ,0,0
,peket terbungkus rapi terima kasih        ,1,1
,saya pesan barang tv philip seperti di atas di promo dengan free braket,0,0
,sering habis storage di iphone mengunakan ios aktif saja fitur offload unused apps,0,0
,saya beli di toko bulan lalu ada port usb dan bisa di pakai,0,0
,tertipu minta gb yg dikirim gb ternyata terdeteksi cuma gb   ,0,0
,ringih banget rem ambruk         ,0,0
,pas dinyalahin langsung muncul bios saya minta cncel aja pak pengembalian barang tuker,0,0
,warnanya banyak yg nggak keluar yg bisa dipake cuma pink ungu hijau kuning,0,0
,produk bagus sesuai pesanan pengiriman juga cepat harga juga bagus makasih lazada ,1,1
,barang bagus dan bungkus rapi        ,1,1
,everything is good very recomended thanks       ,1,1
,barangnya baguss mantapp          ,1,1
,barang tidak dibungkus aman pakai bubble hitam tipis jelek mudah sobek wajar saja,0,0
,puas banget datang lgsung pasang sip deh      ,1,1
,barang sdh diterima dgn baik thx       ,1,1
,top lebih top lg klo bisa turun harganya     ,1,1
,alhamdulillah barang sudah sampai terimakasih pengiriman nya lumayan cepat    ,1,1
,mau beli tetapi bingung dengan spesifikasi nya atas sebut mhz tetapi bawah jelas,0,0
,barang sudah terima dengan baik kalau bisa krim cd untuk windows home bit,0,1
,tempat mousenya ga ada yahh pengirimannya cepat amaann barangnya bagus bisa digunakan langsung,1,1
,berkali kali beli di lazada tapi yg ini sgt mengecewakan pesan dari tgl,0,0
,barang sudah sampai packing rapi barang bagus nterimakasih     ,1,1
,barangnya bagus dan recommended terima kasih       ,1,1
,cepat tepat murah recommended seller        ,1,1
,nice bgt           ,1,1
,barang oke cumn masa lama        ,0,0
,flashdisk gua baru sampe aja langsung rudak      ,0,0
,ampun dah           ,0,0
,toyota siena le ebay snipe rt like share     ,1,1
,barang original packaging rapi terimakasih yaa       ,1,1
,karet mudah terkelupas karena lem nya kurang kuat     ,0,0
,pertamanya c kecewa karena pesanan yang diinginkan gak ada tapi karena respon penjualnya,1,0
,sesuai deskripsi berfungsi dg baik packing rapi      ,1,1
,pengiriman super cepat barang oke        ,1,1
,alhamdulillah barang sudah saya terima dengan baik nterina kasih tokopedia dan reseller toko,1,1
,apa yang anda lihat apa yang anda dapatkan pengiriman pake ninja expres mantap,1,1
,packing rapi pengiriman sesuai dgn estimasi yg diberikan penjual utk hp nya semoga,1,1
,produk ok sayang tidak ada tombol manual di tv nya itu saja thx,1,0
,nyesel tidak bisa dipakai         ,0,0
,bagus sumpahh jaitannya rapih banget bahannya tebel      ,1,1
,thnks lazada slalu mengerti konsumen tak mengecawan barng sll sesuai ke inginan pelayanan,1,1
,perih burning sensation setelah pemakaian seminggu rutin di pagi hari dan di malam,0,0
,bahannya bagus banget gak panas nanak sy suka     ,1,1
,bocor dari tutup          ,0,0
,bassnya mantul           ,1,1
,penjual fast respon hari udah datang di rumah padahal pesanan belum di proses,1,1
,akuu dapet bonuss dungg terimakasihh banyakk padahal baru pertama kali beli langsung dikasih,1,1
,barang sdh sampe kondisi baik trims tambahan berhubung sekitar akhir bermasalah tv dan,0,1
,apa krn harga tidak pernah boong suka banget file di simpan fd ini,0,0
,barangnya oke aja sih ya ada harga ada barang tapi tombol on off,1,0
,tidak tahu kenapa telah nyala bauk sangit gitu apa mungkin ada yang konslet,0,0
,sesuai dugaan bukan asli sih tapi kapasitas real sayangnya transfer speed sangat lambat,0,0
,saya tanya bonus langganan iflix bulan dapet jawaban dari pihak lazada malah ga,0,0
,barangnya gak bisa di pake data gak bisa terbaca    ,0,0
,arca beauty skincare with natasha wilona narca beauty solusi kulit wajah kusam ,1,0
,kereen real kapasitas nya gb thank s lazada     ,1,1
,nyesel belanja ditoko ini waktu pengirimannya lama pesan yang dikirim sangat mengecewakan sekali,0,0
,barang terima kurang dari xjampaling murah antara olshop lain kualitas jamin yang pasti,0,0
,saya belum terima barang ini        ,0,0
,butuh waktu hari saja sudah terima barang ukur liter tetapi lihat lebih kecil,0,0
,hari ini serasa orang jabodetabek parkir mobil di sency semua di  ,0,0
,terlalu kecil nyata v di gambar kaya gede     ,0,0
,beli tv hd samsung seharga rp jutaan yang dikirim pisau parang tolong diatur,0,0
,harga masih mahal di swalayan lebih murah      ,0,0
,selama pemakaian seminggu flashdisk eror write protected jadi ga bisa hapus file format,0,0
,tumben kirim agak lama         ,0,0
,bahanx tipis tetapi pengirimanx cepat harga produk baik     ,0,1
,puas belanja di lazada packingnya ok kurirnya ok hari barangnya uda sampe tks,1,1
,ke sekian kalinya beli disini gapernah mengecewakan packigan jg aman trus brg lebi,1,1
,barang rusak jangan di jual gan kecewa sekali pokoknya    ,0,0
,hikss request yg polos dikasih yg motif nmana motif nya rame bgt lagi,0,0
,nah sekarang gilir headphonenya sendiri build kualitas solid earcup bisa mutar bisa lipat,1,0
,bagian packing salah kirim warna ga sesuai dg yg di order warna baju,0,0
,pesananya d trima rda lama wktund trima brang d bungkus sangat rapi dgn,0,1
,harusnya naik bajai saja atau gojek kek atau grab saja kalau tidak naik,0,0
,great product great service         ,1,1
,avanza dan xenia akan kehilangan market karena mobil ini    ,0,0
,siapa situ ngatur tidak apa apa makan tiap hari makan di pinggir jalan,0,0
,mantap cepat barang bagus tidak akan kecewa      ,1,1
,di catalog termasuk ada hands free tp ternyata tdk ada   ,0,0
,respon cepat kirim cepat packing aman barang sesuai     ,1,1
,omaygaadd syuka banget banget banget knitnya tebel coy inginnya warna sand tapi habis,1,1
,baterai awalnya tidak nyala kemudian dikembalikan dan dikirimkan kembali meskipun agak lama prosesnya,1,0
,produk gagal gk bisa diformat fat defaul gak bisa buat nyimpan file ,0,0
,barang cepat sampai warna sesuai dan tidak ada kerusakan pada saat barang sampai,1,1
,maaf sebelumnya barang baru sempet saya coba kemarin barang keadaan baik alat semuanya,0,1
,kira besar eh kecil         ,0,0
,barang sudah sampai dengan selamat dan bisa digunakan dg baik rekomended  ,1,1
,respon seller bagus barang diterima dgn baik terima kasih    ,1,1
,baju yang saya terima ada lubang di bagi bahu sobek   ,0,0
,recomemded seller           ,1,1
,terimakasih paket diterima dengan kondisi yang baik pengiriman berlangsung cepat dan tanpa ada,1,1
,barang agak cuil dikit tp pengiriman cepat      ,0,1
,warna pesan tidak sesuai         ,0,0
,tidak memuaskan dan komplain lama respon       ,0,0
,gimana sih ko gk bisa di baca filenya gk bs buat ngapain rugi,0,0
,sya udah lama pakai produk garnier men termasuk anak sya juga cocok kulitnya,0,0
,pokok nya enggak nyesal deh klu belanja disini bajunya mantul semua nya ,1,1
,unit ok sesuai dengan deskripsi pengiriman cepat packing sangat safety the best of,1,1
,sayang expired tinggal sebentar         ,0,0
,barang sudah diterima kondisi packing oke barang juga oke good job  ,1,1
,barang sudah sampai dengan baik dan sesuai dengan display thx   ,1,1
,kecewa deh hadeh          ,0,0
,barang nya ok cepat sekali sampenya       ,1,1
,thanks gan mendarat dgn sempurna        ,1,1
,ringan kaya hp ringan spiker telpon rusakk      ,0,0
,jauh banget sama digambar sehat selalu bos bae makan duit hasil nipu malu,0,0
,pertama datang barang rusak gak seimbang volume nya saya komplain kan lewat fitur,1,0
,kualitas produk kurang baik harga produk kurang baik     ,0,0
,flashdisknya sudah sampai dengan selamat tapi flashdisk ya kayaknya bekas bukan yang baru,0,0
,harga oke kirim payah sudah sampai kota tuju tetapi hari diangurin tidak dianterin,0,0
,knapa touchpadnya tidak berfungsi lazada waktu saya mau mengembalikan produk tulisan untuk pengembalian,0,0
,barangnya sih oke tp slow banget responnya coba deh tingkatkan lagi ke depannya,0,0
,bagussesuai deskripsi benarbenar one night service hari dah sampai    ,1,1
,walo harga murah meriah tapi kualitas kainnya bagus loh tebel rekomen bgt ,1,1
,bahan kasar tidak cocok untuk kulit bayi      ,0,0
,full volume gk sampe jam nyalanya       ,0,0
,sesuai deskripsi kualitas bagus bahannya enak       ,1,1
,mksh gan barang sudah mendarat dengan selamat      ,1,1
,pilih itu pekerjan yang tidak mudah apalagi pilih hardisk yang cocok dengan kantong,0,0
,halah baru dipake bulan tiba corrupt gabisa di baca kartunya udah pake card,0,0
,produk rusak dan tidak berfungsi        ,0,0
,sangat bagus dan suaranya juga bagus pengiriman cepat dan tidak ada kecacatan produk,1,1
,god tapi sayang lama banget ini datang      ,0,0
,respon cepat produknya berkualitas sepatunya enteng dan pas banget di kaki pasti beli,1,1
,penjualan ramah brng ok         ,1,1
,hp oppo ku dari pertama pakai tidak ada gnya cuma ada g saja,0,0
,barang sudah diterima makasih gan        ,1,1
,alhamdulillah barang selamat pengiriman cepat sampai kota batu cuma hari joosslaahh  ,1,1
,saya order jam untuk di kirim hari yg sama dengan tambahan biaya rp,0,0
,barang pesanan blm smp k saya smp sekarang dan sdh ada email masuk,0,0
,suka banget nyampeny juga cepat tetapi sayang tidak ada box yang brand kami,0,1
,barang tidak dapat mnyimpan pile pile hilang gt aja    ,0,0
,barang tidak sesuai pesanan         ,0,0
,produk sesuai dan bagus ukuran pas bahan juga lumayan    ,1,1
,baik sampai tujuan trimakasi         ,1,1
,sangat kecewa gw pesen flashdisk yg gb tp yg dikirim gb hati hati,0,0
,promo okt nov honda sumber pwtbeli brio brv mobilio hrv bayar angsuran tahun,1,0
,bagus banget gak boong         ,1,1
,sampai ny tepat waktu packing ny baik dan rapi    ,1,1
,suka bangett puaas sama kualitasnya mantul       ,1,1
,kw nya super banget baru diisi data eject sambungkan k laptop lagi sudah,0,0
,produk ini bagus di awal tapi pemakaian minggu sudah mengalami masalah file yg,0,0
,sipbarangnya bagus           ,1,1
,barang salah kirim beli kemeja kirim jaket kain bahan jelek tipis jahit jelek,0,0
,pesanan tidak di packing kayu sehingga lcd pecah saat sampai tujuan  ,0,0
,makasih gan paket sudah diterima dgn baik      ,1,1
,walaupun pertama sekali dapat barang nya rusak pintu galon nya tetapi cepat ganti,0,0
,ssiippajiibb            ,1,1
,alhamdulilah barang sudah sampai tapi lama juga datangnyah terus katanyah gb memang di,0,0
,barang bgs sesuai deskripsi         ,1,1
,beli sewaktu promo harbolnas eh abis beli cek lapak lain langganan lebih murah,0,0
,kecewa deh barang ditukar model lain pesanan lg mtafpt ditukar lg tka tanpa,0,0
,recommended seller good          ,1,1
,ogut pakai ye telah ogut pakai lama bulan hasil nya adalah saja gile,0,0
,pertama kali beli lbh bgs yg ini suara jelek trs kabel pendek ,0,0
,packaging ga rapih cuman dibungkus kresek hitam padahal ini benda elektronik rentan rusak,0,0
,sudah datng belum sempat bukaokelahbhb        ,0,1
,paket sudah mendarat adik aku suka banget sama madunya kalao madunya udah habis,1,1
,produk rusak hati kalau beli untuk menyimpan data penting bisa hilang  ,0,0
,tunggu hpr minggu baru kirim        ,0,0
,barang bagus proses lama         ,1,1
,mantab original           ,1,1
,barang sesuai pesanan dg kondisi baik respon dan pengiriman cepat mantap  ,1,1
,barang asli dan sesuai         ,1,1
,sangat mengecewakan kartu tdk bs digunakan       ,0,0
,heboh mesen tgl sehari kemudian langsung sampai barang mantab soul   ,1,1
,hatihati sama lapak yg satu ini kirim barang rusak gilir kita retur barangdana,0,0
,barang datang dengan selamat cuma agak telat di kurir nya over all joss,1,1
,kualitas bahan emang bener bagus mantap lah      ,1,1
,sesuai description berfungsi dengan baik proses pengiriman cepat     ,1,1
,sablon nya ada yang rusak belum cek yang warna lain nya mudah mudah,0,0
,flashdisknya gabisa dipake uang saya bisa balik lagi ga ya saya merasa dirugikan,0,0
,keren hari mggu juga dianterin paket puas      ,1,1
,lumayan tpi ada aroma tdk nyaman dari matrasnya     ,0,0
,ga ada gratisannya nya pdhl ngarep bgt      ,0,0
,sesuai pesanan thks          ,1,1
,mff br nilai skrngg pengirimannya cepat aman jugaa semoga cocok di aku yaa,1,1
,min barangnya udah sampai sore tadi packing serta kurir jg baik ramah namun,0,1
,sangat kecewa dan menyesal         ,0,0
,kenyataan tak seindah yg difoto        ,0,0
,barang sampai ke rumah hari selasa juni dalam keadaan dikirim tidak pakai peti,0,0
,barang sesuai deskripsi amp pesanan respon seller cepat pengiriman juga cepat puas dengan,1,1
,sesuai dengan deskripsi fast shipping        ,1,1
,terima kasih jadi id barang telah sampai      ,1,1
,mousepad ga tersedia pas sampe disini pouch nya pun ga sesuai dengan yang,0,0
,trma kasih barangnya dah smpai        ,1,1
,bagus tetapi kurang di ikut deskripsi barang ukur dahulu    ,0,0
,baru pertama beli baju dengan bahan foxy motifnya cantik ngamis copy zara hitamnya,1,0
,laptop ini memiliki spesifikasi yang bagus dan harga yang terjangkau namun pada tab,0,0
,respon cepat barang baguuss         ,1,1
,sangat kecewa gak sesuai gambar        ,0,0
,alhamdulilah sudah hari gak ada kendala terimakasih lazada terimakasih sellernya jg  ,1,1
,lagu sudah banyak cuma lg yg bisa diputar     ,0,0
,top recomended seller          ,1,1
,barang cacat bos sampai sini        ,0,0
,barang dah sampe responnya juga cepet makasih      ,1,1
,kemasan rapi kiriman cepat produk bagus       ,1,1
,overall oke bahan bagus jaitan ckp rapi tp ada pc yg rada cacat,1,1
,barang sesuai wifi lancar buat kualitass gambarr ok lahh    ,1,1
,mantab keyboardnya bs lgsg digunakan        ,1,1
,maaf barang nya sangat beda dengan yang di gambar    ,0,0
,thanks bgt bajunya bhnnya bgs bgt puass      ,1,1
,tumben neh lama sampai         ,0,0
,barangnya cepat sampe baru dipesan hari senin udah sampe hari rabu packaging nya,0,1
,pembelian ke good          ,1,1
,agak menegecewakan dikit belum cek dalam lagi jadi agak sangsi   ,0,1
,amazing i like it pengiriman cukup cepat dari luar negeri sampai kesini aman,1,1
,tevenya ok sampainya cepat         ,1,1
,harga samsung galaxy a akan lebih mahal dari pendahulunya    ,0,0
,sdh sampai dan kecewanya batre nya kurang bagus tidak dipakaipun batre nya habis,0,0
,where is the bracket di image produk tertulis free bracket penipu  ,0,0
,gak dapet free lock n lock nya      ,0,0
,barang diterima dengan baik packingan rapih super aman     ,1,1
,paket sudah diterima dengan baik packing rapi barang sesuai terima kasih semoga awet,1,1
,mantàaasspp            ,1,1
,barang baru hari udah mledak ngerii       ,0,0
,mantafkopi kelas dunia sesunguhnya ada di negeri kita cinta ini   ,1,1
,pesanan di pesan pada sandisk flash disk cruzer blade gb sampai detik ini,0,0
,lumayan sih tetapi kainya agak kasar jadi panas kalau dpake   ,0,0
,barang sampe td pagi dan tinggal dipasang      ,1,1
,sangat memuaskan dan berfungsi dengan baik terima kasih     ,1,1
,gg sesuai dua duanya gb dan lom di coba    ,0,0
,saya pesan yang satu gak ke detect jadi saya lumayan kecewa  ,0,0
,fast service and nice small switch       ,1,1
,sesuai pesanan pengiriman kilat dong thanks seller      ,1,1
,produk ini sy cek tb masih oke ketika sy coba copy file gb,0,0
,suka muas tetapi kalau boleh jujur kaos kurang besar saja ukuranya over al,0,1
,flash otg dan lampu led ok lah tp headsetnya    ,1,1
,paket sudah diterima dengan baik kualitas produk mantap good recommended seller  ,1,1
,terima kasih bhineka di ganbate yang belum dapat ini produk   ,0,1
,mantap sesuai digambar pengiriman hanya butuh jam      ,1,1
,baguss bangett kainnya tebel ga nerawang tpi ga bikin gerah warnanya juga lucu,1,1
,pernah naik mobil om akunya mungkin ngantuk jadi tidak benar kan terus mobilnya,0,0
,jarang ada varint grentea di toko       ,0,0
,barang terima dengan cukup baik sudah tes awal agak bingung kenapa tombol spray,0,1
,bagus makasii           ,1,1
,barang sdh diterima anak saya senang terima kasih     ,1,1
,sesuai harga si gampang gores begitu teflon nya     ,1,1
,tetapi sampai sekarang masih belum buka dari kardus     ,0,0
